Frequency(Hz),Amp(dB),原始数据
16240000000,-3.989059379,-4.085904846
16250000000,-3.990425159,-4.089787461
16260000000,-3.991772912,-4.104289594
16270000000,-3.993118334,-4.108540428
16280000000,-3.994472424,-4.119869142
16290000000,-3.995677544,-4.127494002
16300000000,-3.996850278,-4.128563276
16310000000,-3.998027874,-4.129805232
16320000000,-3.999245976,-4.127138136
16330000000,-4.000460486,-4.122610257
16340000000,-4.00163093,-4.110779871
16350000000,-4.002887385,-4.108303827
16360000000,-4.00410871,-4.107352995
16370000000,-4.00541633,-4.094072421
16380000000,-4.006762527,-4.073957154
16390000000,-4.008154817,-4.077052239
16400000000,-4.009635797,-4.066652724
16410000000,-4.011042742,-4.069013657
16420000000,-4.012565297,-4.064730084
16430000000,-4.01408986,-4.059745323
16440000000,-4.015629524,-4.068477635
16450000000,-4.017230774,-4.079107532
16460000000,-4.018790428,-4.081765459
16470000000,-4.020408844,-4.100861862
16480000000,-4.02197504,-4.118887188
16490000000,-4.023501679,-4.142061882
16500000000,-4.02514099,-4.16265639
16510000000,-4.026700244,-4.177961338
16520000000,-4.028117899,-4.199605742
16530000000,-4.029617428,-4.22813041
16540000000,-4.031049028,-4.241847041
16550000000,-4.032479105,-4.260017331
16560000000,-4.034001075,-4.282512975
16570000000,-4.035460045,-4.29975567
16580000000,-4.036901898,-4.308477113
16590000000,-4.038438829,-4.306619
16600000000,-4.039935218,-4.306249816
16610000000,-4.041518523,-4.306315205
16620000000,-4.043173058,-4.306377599
16630000000,-4.044795164,-4.290589429
16640000000,-4.046499194,-4.290823129
16650000000,-4.048345294,-4.27673113
16660000000,-4.05031569,-4.250905866
16670000000,-4.052284033,-4.232129766
16680000000,-4.05435566,-4.213505497
16690000000,-4.056453564,-4.205198919
16700000000,-4.058563112,-4.179928233
16710000000,-4.060801319,-4.174281691
16720000000,-4.063026306,-4.142617544
16730000000,-4.065229217,-4.139544046
16740000000,-4.06743522,-4.137379448
16750000000,-4.069667077,-4.121422003
16760000000,-4.071850412,-4.130559995
16770000000,-4.074064931,-4.128645437
16780000000,-4.076239658,-4.13492759
16790000000,-4.078341595,-4.139556548
16800000000,-4.080465773,-4.161062404
16810000000,-4.082498419,-4.169985251
16820000000,-4.08451681,-4.183285183
16830000000,-4.086447104,-4.199842293
16840000000,-4.088428569,-4.216386674
16850000000,-4.090398446,-4.232446094
16860000000,-4.092399701,-4.237064937
16870000000,-4.094388638,-4.245242817
16880000000,-4.096539202,-4.254569341
16890000000,-4.098611236,-4.263914116
16900000000,-4.100757809,-4.256476748
16910000000,-4.102897382,-4.252486844
16920000000,-4.105153104,-4.237734012
16930000000,-4.10743379,-4.227698215
16940000000,-4.109656035,-4.20551762
16950000000,-4.112012651,-4.190768597
16960000000,-4.114424055,-4.157287875
16970000000,-4.116817284,-4.14699218
16980000000,-4.119340372,-4.115818241
16990000000,-4.12189285,-4.086032784
17000000000,-4.124491521,-4.068442538
17010000000,-4.12707173,-4.041304224
17020000000,-4.129635153,-4.027781492
17030000000,-4.132172366,-4.016939619
17040000000,-4.134703043,-4.008912473
17050000000,-4.137171974,-3.998273919
17060000000,-4.139571378,-3.988927825
17070000000,-4.141888887,-3.989808057
17080000000,-4.144157957,-3.996738481
17090000000,-4.146416051,-3.990432964
17100000000,-4.148561776,-4.005226071
17110000000,-4.150683676,-4.012748454
17120000000,-4.152747217,-4.030323897
17130000000,-4.154854038,-4.043276208
17140000000,-4.156859643,-4.047839198
17150000000,-4.158930835,-4.062226676
17160000000,-4.160930795,-4.049302453
17170000000,-4.162896616,-4.054960338
17180000000,-4.164918287,-4.060094064
17190000000,-4.166852882,-4.064414008
17200000000,-4.168747844,-4.05981595
17210000000,-4.170650128,-4.051045338
17220000000,-4.172576195,-4.04142762
17230000000,-4.174553619,-4.029658243
17240000000,-4.176432901,-4.016942656
17250000000,-4.178340127,-4.002276306
17260000000,-4.180216575,-3.992474642
17270000000,-4.182152325,-3.985734195
17280000000,-4.184038123,-3.958665701
17290000000,-4.18580844,-3.949510918
17300000000,-4.187561918,-3.941971603
17310000000,-4.189282776,-3.940969513
17320000000,-4.190931765,-3.942016406
17330000000,-4.192556067,-3.938624038
17340000000,-4.194184322,-3.947784167
17350000000,-4.19577231,-3.944728681
17360000000,-4.197206603,-3.958031206
17370000000,-4.198685149,-3.962406604
17380000000,-4.200162296,-3.980829765
17390000000,-4.201507394,-3.984775576
17400000000,-4.202940369,-3.986818928
17410000000,-4.204269512,-4.010874708
17420000000,-4.2056259,-4.020487807
17430000000,-4.206936523,-4.02356306
17440000000,-4.208192902,-4.040149575
17450000000,-4.209371123,-4.039585631
17460000000,-4.210638317,-4.051738303
17470000000,-4.211744861,-4.050544668
17480000000,-4.212786742,-4.048811802
17490000000,-4.213708975,-4.060936781
17500000000,-4.214585251,-4.06085668
17510000000,-4.215460948,-4.046248577
17520000000,-4.216249125,-4.059753262
17530000000,-4.216982718,-4.049042245
17540000000,-4.217663706,-4.059894216
17550000000,-4.218334038,-4.071587871
17560000000,-4.218875488,-4.069541907
17570000000,-4.219358342,-4.063305021
17580000000,-4.219828039,-4.085495908
17590000000,-4.220280491,-4.088743265
17600000000,-4.220730194,-4.106384894
17610000000,-4.221145215,-4.119528952
17620000000,-4.221515237,-4.124164454
17630000000,-4.221917708,-4.142199623
17640000000,-4.222332803,-4.166512682
17650000000,-4.222732069,-4.185401855
17660000000,-4.223226415,-4.195835363
17670000000,-4.223740183,-4.20946143
17680000000,-4.224302853,-4.216488296
17690000000,-4.224868728,-4.227163227
17700000000,-4.225470441,-4.249777377
17710000000,-4.226000594,-4.239485802
17720000000,-4.226647504,-4.240843559
17730000000,-4.227334505,-4.246395705
17740000000,-4.227992505,-4.254207298
17750000000,-4.228728482,-4.247443393
17760000000,-4.229412068,-4.254039049
17770000000,-4.23013844,-4.245187125
17780000000,-4.230778589,-4.237942577
17790000000,-4.231395469,-4.254181642
17800000000,-4.231940179,-4.241290495
17810000000,-4.232443768,-4.245285311
17820000000,-4.232952965,-4.245032268
17830000000,-4.233371882,-4.254347541
17840000000,-4.233789812,-4.263737306
17850000000,-4.234086106,-4.276998063
17860000000,-4.234396779,-4.282099641
17870000000,-4.234678819,-4.31333965
17880000000,-4.234948557,-4.318636938
17890000000,-4.23517647,-4.338260349
17900000000,-4.23541899,-4.35161873
17910000000,-4.235627695,-4.382850927
17920000000,-4.235914143,-4.385725785
17930000000,-4.236172622,-4.390412152
17940000000,-4.23655002,-4.411122644
17950000000,-4.236937579,-4.430716415
17960000000,-4.237467064,-4.432977094
17970000000,-4.237983462,-4.45441831
17980000000,-4.23862141,-4.460903693
17990000000,-4.23929962,-4.455326871
18000000000,-4.240083639,-4.460001474
18010000000,-4.240947011,-4.461811131
18020000000,-4.241946913,-4.448430257
18030000000,-4.242968727,-4.440793354
18040000000,-4.244038283,-4.424981906
18050000000,-4.245127977,-4.410457541
18060000000,-4.246257632,-4.394751883
18070000000,-4.247402643,-4.386536559
18080000000,-4.248503873,-4.381753194
18090000000,-4.249676699,-4.361823414
18100000000,-4.250743022,-4.357188851
18110000000,-4.251786557,-4.350391744
18120000000,-4.252742862,-4.366915447
18130000000,-4.253682166,-4.348423434
18140000000,-4.254610844,-4.368569179
18150000000,-4.255447993,-4.376386156
18160000000,-4.256396943,-4.37663784
18170000000,-4.257219981,-4.404527704
18180000000,-4.258054181,-4.407979223
18190000000,-4.258873679,-4.410055615
18200000000,-4.259705932,-4.429758713
18210000000,-4.260590274,-4.446779885
18220000000,-4.261415583,-4.465120499
18230000000,-4.262322948,-4.459881922
18240000000,-4.263286026,-4.469325522
18250000000,-4.264244553,-4.477702665
18260000000,-4.265283695,-4.49375472
18270000000,-4.266249015,-4.495142978
18280000000,-4.267327559,-4.479787145
18290000000,-4.268433151,-4.477505424
18300000000,-4.269538809,-4.472255958
18310000000,-4.270695268,-4.455286889
18320000000,-4.271940429,-4.445846359
18330000000,-4.273138801,-4.434802511
18340000000,-4.274298944,-4.424313488
18350000000,-4.275592057,-4.392777434
18360000000,-4.276840616,-4.388302892
18370000000,-4.278043195,-4.367909439
18380000000,-4.279283252,-4.344726813
18390000000,-4.280447723,-4.351814755
18400000000,-4.281655821,-4.333513003
18410000000,-4.282797477,-4.334651296
18420000000,-4.283952435,-4.320559374
18430000000,-4.285105829,-4.318496975
18440000000,-4.286220328,-4.31357362
18450000000,-4.287335225,-4.33393703
18460000000,-4.288417996,-4.321064056
18470000000,-4.289469949,-4.326221539
18480000000,-4.290601098,-4.325586324
18490000000,-4.291690054,-4.337035251
18500000000,-4.292795387,-4.352225166
18510000000,-4.293979443,-4.356452909
18520000000,-4.295061591,-4.374115426
18530000000,-4.296240484,-4.377363609
18540000000,-4.297338465,-4.393413475
18550000000,-4.298370236,-4.390261386
18560000000,-4.299448675,-4.395843704
18570000000,-4.300559158,-4.40194679
18580000000,-4.301594033,-4.396657004
18590000000,-4.302701763,-4.395740709
18600000000,-4.303798842,-4.388904265
18610000000,-4.304898586,-4.380012045
18620000000,-4.306029568,-4.370681149
18630000000,-4.307175929,-4.373427012
18640000000,-4.30824678,-4.356185075
18650000000,-4.309329114,-4.349280774
18660000000,-4.310498815,-4.334369547
18670000000,-4.311596383,-4.325476832
18680000000,-4.312759951,-4.317808067
18690000000,-4.313927449,-4.299669174
18700000000,-4.315020556,-4.279782071
18710000000,-4.316147788,-4.271352717
18720000000,-4.317319546,-4.276257149
18730000000,-4.31854013,-4.268321403
18740000000,-4.319754015,-4.267881514
18750000000,-4.321003945,-4.266593518
18760000000,-4.32223274,-4.27319345
18770000000,-4.323630695,-4.262317289
18780000000,-4.324967528,-4.26231568
18790000000,-4.326252689,-4.269459723
18800000000,-4.327665699,-4.270199531
18810000000,-4.328994636,-4.284615215
18820000000,-4.330421711,-4.283206887
18830000000,-4.331719496,-4.299554658
18840000000,-4.333091886,-4.29140864
18850000000,-4.334413188,-4.298888943
18860000000,-4.335756596,-4.301368737
18870000000,-4.336974252,-4.308247224
18880000000,-4.338242876,-4.309268849
18890000000,-4.339543149,-4.304738058
18900000000,-4.340823374,-4.294019299
18910000000,-4.34201807,-4.294737019
18920000000,-4.343247417,-4.279135664
18930000000,-4.344562437,-4.280619683
18940000000,-4.34577959,-4.267892849
18950000000,-4.346953765,-4.262655463
18960000000,-4.348174831,-4.249755363
18970000000,-4.349357958,-4.242769916
18980000000,-4.350554905,-4.220996494
18990000000,-4.351820055,-4.224462465
19000000000,-4.352977946,-4.213115199
19010000000,-4.354039861,-4.226762064
19020000000,-4.355277787,-4.220280448
19030000000,-4.356537687,-4.22175415
19040000000,-4.357841761,-4.215122992
19050000000,-4.35918998,-4.21372926
19060000000,-4.360568593,-4.217665236
19070000000,-4.362058723,-4.215883205
19080000000,-4.363514052,-4.223825451
19090000000,-4.365019467,-4.217424257
19100000000,-4.366589499,-4.220411908
19110000000,-4.368142394,-4.220628538
19120000000,-4.369647844,-4.230197869
19130000000,-4.371260047,-4.232646062
19140000000,-4.372822658,-4.228819235
19150000000,-4.374360254,-4.238143507
19160000000,-4.375906727,-4.218744998
19170000000,-4.377410605,-4.226099826
19180000000,-4.378834056,-4.22749411
19190000000,-4.380291725,-4.225434311
19200000000,-4.381662959,-4.227029371
19210000000,-4.383007972,-4.205664033
19220000000,-4.384251418,-4.210224052
19230000000,-4.385530307,-4.208595185
19240000000,-4.386754562,-4.193023186
19250000000,-4.38792355,-4.199263812
19260000000,-4.38890357,-4.177832819
19270000000,-4.38992333,-4.173295962
19280000000,-4.390923757,-4.169523682
19290000000,-4.391813529,-4.161997558
19300000000,-4.392727024,-4.171104988
19310000000,-4.393649845,-4.189803369
19320000000,-4.394530975,-4.177100101
19330000000,-4.395411934,-4.17865258
19340000000,-4.396257421,-4.202058205
19350000000,-4.397196479,-4.206494374
19360000000,-4.398116758,-4.201719939
19370000000,-4.39907783,-4.227601075
19380000000,-4.400113117,-4.216505333
19390000000,-4.401119223,-4.227230464
19400000000,-4.402231603,-4.238064217
19410000000,-4.403296519,-4.250324344
19420000000,-4.404462504,-4.253088594
19430000000,-4.405522465,-4.261934717
19440000000,-4.406664744,-4.261450305
19450000000,-4.407728054,-4.267209565
19460000000,-4.408887912,-4.259883398
19470000000,-4.410026292,-4.273910367
19480000000,-4.411140478,-4.277639035
19490000000,-4.412134527,-4.280817964
19500000000,-4.413151782,-4.281875719
19510000000,-4.41403306,-4.275100863
19520000000,-4.41482444,-4.283641957
19530000000,-4.415610815,-4.278392403
19540000000,-4.416301693,-4.276910211
19550000000,-4.416956121,-4.284151207
19560000000,-4.417573946,-4.284291217
19570000000,-4.418064056,-4.291436068
19580000000,-4.418524378,-4.309181587
19590000000,-4.418908011,-4.324703601
19600000000,-4.419259609,-4.338377936
19610000000,-4.419676643,-4.349229928
19620000000,-4.420088385,-4.370325462
19630000000,-4.420489615,-4.379611913
19640000000,-4.420899954,-4.400786352
19650000000,-4.421376964,-4.428605847
19660000000,-4.421921171,-4.42787747
19670000000,-4.42253371,-4.448038291
19680000000,-4.423139884,-4.459495378
19690000000,-4.423868518,-4.467305798
19700000000,-4.42467614,-4.463804829
19710000000,-4.425594865,-4.474023416
19720000000,-4.426512922,-4.489291858
19730000000,-4.427474002,-4.495770453
19740000000,-4.428455494,-4.496179501
19750000000,-4.429507138,-4.498569301
19760000000,-4.430456894,-4.523380151
19770000000,-4.43147497,-4.503972352
19780000000,-4.432572741,-4.509928621
19790000000,-4.433562795,-4.522479567
19800000000,-4.434609217,-4.509743815
19810000000,-4.435578757,-4.529020026
19820000000,-4.436495701,-4.512606863
19830000000,-4.437290765,-4.53684299
19840000000,-4.438112853,-4.539937067
19850000000,-4.438851773,-4.549437759
19860000000,-4.439547112,-4.555653196
19870000000,-4.440140671,-4.571093134
19880000000,-4.44075814,-4.597014675
19890000000,-4.441386074,-4.606383526
19900000000,-4.442043901,-4.620595394
19910000000,-4.442709841,-4.630365984
19920000000,-4.443465386,-4.652101002
19930000000,-4.444179364,-4.653336156
19940000000,-4.445022923,-4.664377152
19950000000,-4.445871856,-4.675969243
19960000000,-4.446855312,-4.689860558
19970000000,-4.447878988,-4.699096298
19980000000,-4.449021764,-4.707091664
19990000000,-4.450186621,-4.690421857
20000000000,-4.451413948,-4.67313208
20010000000,-4.452649083,-4.694777533
20020000000,-4.453970406,-4.691513418
20030000000,-4.455291313,-4.684492727
20040000000,-4.456623856,-4.678753097
20050000000,-4.457992964,-4.669095945
20060000000,-4.459419432,-4.683072429
20070000000,-4.46081277,-4.671363703
20080000000,-4.462220801,-4.661400923
20090000000,-4.463616548,-4.669625244
20100000000,-4.465040946,-4.659417823
20110000000,-4.466448177,-4.66649993
20120000000,-4.467781237,-4.669251792
20130000000,-4.469108309,-4.679528811
20140000000,-4.47043935,-4.68236786
20150000000,-4.471704715,-4.684385814
20160000000,-4.473027773,-4.703799547
20170000000,-4.474306066,-4.69124593
20180000000,-4.475522912,-4.700131839
20190000000,-4.476763086,-4.702634147
20200000000,-4.478072451,-4.714437572
20210000000,-4.479452756,-4.712566195
20220000000,-4.48084079,-4.714380819
20230000000,-4.482210953,-4.712952245
20240000000,-4.483654596,-4.710331275
20250000000,-4.485201227,-4.68877871
20260000000,-4.486840722,-4.698075353
20270000000,-4.488618954,-4.678872005
20280000000,-4.490426863,-4.654570049
20290000000,-4.492326835,-4.654041579
20300000000,-4.494201005,-4.638928081
20310000000,-4.495993455,-4.621191363
20320000000,-4.497863361,-4.610113234
20330000000,-4.499820971,-4.5925655
20340000000,-4.501585845,-4.579649969
20350000000,-4.503364747,-4.571438448
20360000000,-4.505210228,-4.559162725
20370000000,-4.506933556,-4.550748941
20380000000,-4.508762392,-4.55202991
20390000000,-4.510555605,-4.554876525
20400000000,-4.512282531,-4.54656968
20410000000,-4.513919207,-4.552590266
20420000000,-4.515548622,-4.529429176
20430000000,-4.5171081,-4.540887304
20440000000,-4.518661167,-4.545535541
20450000000,-4.520174142,-4.551875935
20460000000,-4.521722745,-4.552759063
20470000000,-4.523194862,-4.547309325
20480000000,-4.524632121,-4.53485114
20490000000,-4.526069229,-4.554658925
20500000000,-4.527502968,-4.531827101
20510000000,-4.52895697,-4.531600084
20520000000,-4.530369402,-4.533852293
20530000000,-4.53185209,-4.530898161
20540000000,-4.533397381,-4.520492559
20550000000,-4.534970616,-4.518790891
20560000000,-4.536489676,-4.49947859
20570000000,-4.538104096,-4.48826109
20580000000,-4.539617279,-4.472083825
20590000000,-4.541099507,-4.458872228
20600000000,-4.542579705,-4.463001733
20610000000,-4.544077147,-4.452617773
20620000000,-4.54549834,-4.453271884
20630000000,-4.546914792,-4.437842573
20640000000,-4.548215176,-4.444205625
20650000000,-4.549411008,-4.442666828
20660000000,-4.550602262,-4.447371968
20670000000,-4.551683208,-4.438436831
20680000000,-4.552789791,-4.444667204
20690000000,-4.553793253,-4.440498873
20700000000,-4.554873913,-4.454179041
20710000000,-4.555889273,-4.458950589
20720000000,-4.556864954,-4.459576162
20730000000,-4.55778929,-4.463198551
20740000000,-4.558711049,-4.475870548
20750000000,-4.559623508,-4.462194945
20760000000,-4.560368876,-4.464914533
20770000000,-4.561235675,-4.480772104
20780000000,-4.562043607,-4.466480384
20790000000,-4.56287673,-4.478437446
20800000000,-4.5636943,-4.477553685
20810000000,-4.56448887,-4.465678775
20820000000,-4.565379848,-4.457772393
20830000000,-4.566180028,-4.455004214
20840000000,-4.567063329,-4.445933914
20850000000,-4.567939571,-4.439741169
20860000000,-4.568755177,-4.426365654
20870000000,-4.56959116,-4.432145005
20880000000,-4.570391072,-4.429697081
20890000000,-4.571124074,-4.424926817
20900000000,-4.571824035,-4.427259148
20910000000,-4.572547566,-4.429489008
20920000000,-4.573176988,-4.422701332
20930000000,-4.573851133,-4.435761056
20940000000,-4.574402788,-4.431593113
20950000000,-4.574968638,-4.445463239
20960000000,-4.575471016,-4.446481267
20970000000,-4.57593125,-4.448409084
20980000000,-4.576329356,-4.456268964
20990000000,-4.576765303,-4.457353184
21000000000,-4.577309219,-4.472554018
21010000000,-4.577818923,-4.483223741
21020000000,-4.578224501,-4.484614629
21030000000,-4.578756457,-4.480298928
21040000000,-4.579289861,-4.48618184
21050000000,-4.579920363,-4.501532411
21060000000,-4.580494277,-4.493157425
21070000000,-4.581180157,-4.504023669
21080000000,-4.581882721,-4.495177929
21090000000,-4.582662293,-4.503866991
21100000000,-4.58358189,-4.50066764
21110000000,-4.58453627,-4.495476664
21120000000,-4.585412786,-4.496733532
21130000000,-4.586304781,-4.493696331
21140000000,-4.58718919,-4.489951031
21150000000,-4.588259285,-4.482033634
21160000000,-4.589201801,-4.48048014
21170000000,-4.590198698,-4.469646548
21180000000,-4.591199968,-4.47222886
21190000000,-4.592164999,-4.487593076
21200000000,-4.593142329,-4.480344671
21210000000,-4.594037996,-4.48644282
21220000000,-4.594948029,-4.481257633
21230000000,-4.59580562,-4.480308137
21240000000,-4.596664058,-4.50704336
21250000000,-4.597625171,-4.504092329
21260000000,-4.598477671,-4.527164071
21270000000,-4.599400416,-4.529297615
21280000000,-4.600475225,-4.54009199
21290000000,-4.601547625,-4.544064732
21300000000,-4.602696759,-4.546500985
21310000000,-4.603998341,-4.549211483
21320000000,-4.605416004,-4.568216963
21330000000,-4.606850743,-4.553268159
21340000000,-4.608344134,-4.560495806
21350000000,-4.609922101,-4.56897064
21360000000,-4.611651603,-4.570543395
21370000000,-4.61352287,-4.580443726
21380000000,-4.615437411,-4.584079721
21390000000,-4.617483938,-4.581722461
21400000000,-4.619597733,-4.576022927
21410000000,-4.621745248,-4.577342101
21420000000,-4.624082698,-4.572270966
21430000000,-4.626362297,-4.570510504
21440000000,-4.628675772,-4.568291695
21450000000,-4.630987521,-4.568055362
21460000000,-4.633341359,-4.566861646
21470000000,-4.635790189,-4.563653532
21480000000,-4.638227707,-4.566802461
21490000000,-4.640510731,-4.567189869
21500000000,-4.642879655,-4.564447197
21510000000,-4.645238143,-4.564715882
21520000000,-4.647517407,-4.573447363
21530000000,-4.649754795,-4.584423078
21540000000,-4.651989619,-4.59722501
21550000000,-4.654063895,-4.586584151
21560000000,-4.656165978,-4.612705724
21570000000,-4.658272151,-4.610304952
21580000000,-4.660371126,-4.619667059
21590000000,-4.662473389,-4.632937268
21600000000,-4.664548589,-4.647220805
21610000000,-4.666707295,-4.653142892
21620000000,-4.668908255,-4.661485847
21630000000,-4.671175441,-4.659562877
21640000000,-4.673565163,-4.666576288
21650000000,-4.676024207,-4.664937136
21660000000,-4.678525935,-4.663146479
21670000000,-4.681164155,-4.679705375
21680000000,-4.683814731,-4.66699488
21690000000,-4.686557945,-4.678856052
21700000000,-4.689305723,-4.676080063
21710000000,-4.692043417,-4.683452462
21720000000,-4.694799665,-4.679713188
21730000000,-4.697667648,-4.679609538
21740000000,-4.700517862,-4.680148808
21750000000,-4.703549766,-4.671708297
21760000000,-4.706510377,-4.676465301
21770000000,-4.709406028,-4.670707117
21780000000,-4.712323476,-4.688271043
21790000000,-4.715168164,-4.672440271
21800000000,-4.717883261,-4.687139529
21810000000,-4.720557745,-4.689911488
21820000000,-4.723222189,-4.696078775
21830000000,-4.725714146,-4.715714015
21840000000,-4.728128402,-4.723809836
21850000000,-4.730495969,-4.717958863
21860000000,-4.732796348,-4.737453724
21870000000,-4.735057389,-4.756197033
21880000000,-4.73724574,-4.752251051
21890000000,-4.73941979,-4.759887637
21900000000,-4.741477813,-4.774348626
21910000000,-4.743578382,-4.777355857
21920000000,-4.745629567,-4.787491164
21930000000,-4.747660747,-4.774156384
21940000000,-4.749803155,-4.788573355
21950000000,-4.751915208,-4.789833914
21960000000,-4.754073287,-4.790682908
21970000000,-4.756317654,-4.786314672
21980000000,-4.758581908,-4.777175404
21990000000,-4.760839883,-4.781371302
22000000000,-4.763101936,-4.796208565
22010000000,-4.765390264,-4.77222339
22020000000,-4.767737406,-4.790351975
22030000000,-4.770121061,-4.784900518
22040000000,-4.772556085,-4.794565848
22050000000,-4.774913517,-4.797281285
22060000000,-4.777277624,-4.807853984
22070000000,-4.77960389,-4.801211149
22080000000,-4.781952633,-4.824759983
22090000000,-4.784230107,-4.842417689
22100000000,-4.786476348,-4.856421472
22110000000,-4.788666223,-4.843678534
22120000000,-4.790850375,-4.857035833
22130000000,-4.792891962,-4.858365175
22140000000,-4.794949582,-4.897334674
22150000000,-4.796994639,-4.891360382
22160000000,-4.7989122,-4.889628349
22170000000,-4.800819527,-4.899384626
22180000000,-4.802621211,-4.894675265
22190000000,-4.804371583,-4.908926315
22200000000,-4.806147777,-4.890803828
22210000000,-4.807819716,-4.895477427
22220000000,-4.809515634,-4.883612849
22230000000,-4.811252188,-4.881160371
22240000000,-4.812823161,-4.880040269
22250000000,-4.814411772,-4.867722823
22260000000,-4.816012887,-4.862498309
22270000000,-4.817557795,-4.868457004
22280000000,-4.81911139,-4.867449187
22290000000,-4.820653039,-4.867605687
22300000000,-4.822270607,-4.880206314
22310000000,-4.823930294,-4.892228155
22320000000,-4.825495764,-4.878078511
22330000000,-4.827199807,-4.876834682
22340000000,-4.828883336,-4.885453969
22350000000,-4.830535436,-4.903333671
22360000000,-4.832187437,-4.923131087
22370000000,-4.833821005,-4.933023452
22380000000,-4.835412325,-4.962135503
22390000000,-4.837037458,-4.967214867
22400000000,-4.838657613,-4.979945618
22410000000,-4.840281236,-4.994581831
22420000000,-4.841867272,-4.994527583
22430000000,-4.843565418,-5.005916946
22440000000,-4.84531366,-5.011913997
22450000000,-4.847004906,-5.021172811
22460000000,-4.848760058,-5.034626522
22470000000,-4.850463574,-5.019917257
22480000000,-4.852186629,-5.008980754
22490000000,-4.853840447,-5.003242813
22500000000,-4.855571477,-5.000939233
22510000000,-4.857295263,-4.987425814
22520000000,-4.859026897,-4.976138358
22530000000,-4.860741925,-4.965222664
22540000000,-4.862392723,-4.93157182
22550000000,-4.864093028,-4.917793077
22560000000,-4.865700257,-4.9073895
22570000000,-4.867382676,-4.889779766
22580000000,-4.868944557,-4.877222555
22590000000,-4.870486777,-4.875966545
22600000000,-4.872016468,-4.882200415
22610000000,-4.873505713,-4.891262844
22620000000,-4.874919898,-4.889012535
22630000000,-4.876340276,-4.919760408
22640000000,-4.877759994,-4.932016563
22650000000,-4.87923397,-4.945215722
22660000000,-4.880732108,-4.963442605
22670000000,-4.882154029,-4.972131936
22680000000,-4.883632183,-4.986398435
22690000000,-4.885127477,-5.000986825
22700000000,-4.886659427,-5.003751826
22710000000,-4.888184779,-5.008069339
22720000000,-4.889871807,-5.033927312
22730000000,-4.891552288,-5.043063186
22740000000,-4.893288091,-5.065543803
22750000000,-4.89506526,-5.054076005
22760000000,-4.896895771,-5.057006632
22770000000,-4.898719894,-5.047052525
22780000000,-4.900508106,-5.044530528
22790000000,-4.902427942,-5.01785782
22800000000,-4.90433454,-4.997901097
22810000000,-4.90632886,-4.987996758
22820000000,-4.908371213,-4.9509037
22830000000,-4.91033007,-4.926370817
22840000000,-4.912205223,-4.910887006
22850000000,-4.914139097,-4.884141162
22860000000,-4.915961568,-4.88209218
22870000000,-4.917603886,-4.865178955
22880000000,-4.919449784,-4.857562802
22890000000,-4.92123272,-4.836805615
22900000000,-4.922971171,-4.847502184
22910000000,-4.924656741,-4.830887298
22920000000,-4.926274881,-4.839965748
22930000000,-4.927897147,-4.857932323
22940000000,-4.92951683,-4.865761813
22950000000,-4.931093878,-4.875939008
22960000000,-4.932659004,-4.895038172
22970000000,-4.934305145,-4.9068554
22980000000,-4.935995741,-4.906690328
22990000000,-4.937719407,-4.922702415
23000000000,-4.939455965,-4.938601121
23010000000,-4.941115734,-4.951695907
23020000000,-4.942870541,-4.954646232
23030000000,-4.944707536,-4.970751556
23040000000,-4.94651512,-4.970661338
23050000000,-4.948345325,-4.963614803
23060000000,-4.950264875,-4.966950684
23070000000,-4.952173532,-4.962577651
23080000000,-4.954091166,-4.957084375
23090000000,-4.955964336,-4.947669525
23100000000,-4.957808811,-4.931261773
23110000000,-4.959816696,-4.93137979
23120000000,-4.961785033,-4.899972244
23130000000,-4.963858941,-4.89941732
23140000000,-4.965755097,-4.88900013
23150000000,-4.967777159,-4.862074591
23160000000,-4.969796245,-4.849204618
23170000000,-4.971692282,-4.830764126
23180000000,-4.973623446,-4.835917029
23190000000,-4.97559833,-4.833807241
23200000000,-4.977637095,-4.819158678
23210000000,-4.979612156,-4.818745305
23220000000,-4.98166142,-4.825882473
23230000000,-4.983615313,-4.819667027
23240000000,-4.985566437,-4.820225887
23250000000,-4.987618235,-4.845785974
23260000000,-4.989638504,-4.836734206
23270000000,-4.991626632,-4.849257505
23280000000,-4.993565158,-4.850852791
23290000000,-4.995528863,-4.868396984
23300000000,-4.997371862,-4.879489257
23310000000,-4.99933214,-4.879745465
23320000000,-5.001344528,-4.892372701
23330000000,-5.003324007,-4.895518057
23340000000,-5.005314757,-4.897738625
23350000000,-5.007274777,-4.899291497
23360000000,-5.009218854,-4.905523764
23370000000,-5.01114248,-4.90075252
23380000000,-5.012966036,-4.905123825
23390000000,-5.014774174,-4.898433815
23400000000,-5.016537258,-4.900443079
23410000000,-5.01824506,-4.887892144
23420000000,-5.020050926,-4.908441538
23430000000,-5.021915339,-4.916191788
23440000000,-5.023703762,-4.904613423
23450000000,-5.025555784,-4.916136969
23460000000,-5.027316579,-4.902653105
23470000000,-5.029168118,-4.909690499
23480000000,-5.03108272,-4.896299669
23490000000,-5.032992583,-4.908922093
23500000000,-5.034942749,-4.907749246
23510000000,-5.036931255,-4.918042606
23520000000,-5.039035008,-4.925713649
23530000000,-5.041097931,-4.925733853
23540000000,-5.043333535,-4.924944694
23550000000,-5.045569223,-4.932544289
23560000000,-5.047819677,-4.94510649
23570000000,-5.050140352,-4.930481359
23580000000,-5.052543699,-4.939838959
