Frequency(Hz),Amp(dB),原始数据
12780000000,-2.980193307,-3.111808925
12790000000,-2.981208509,-3.1198847
12800000000,-2.982218848,-3.112347501
12810000000,-2.983241529,-3.130252223
12820000000,-2.984291843,-3.13423376
12830000000,-2.985366048,-3.134665894
12840000000,-2.986428576,-3.13539469
12850000000,-2.987567062,-3.12925294
12860000000,-2.988807418,-3.132633426
12870000000,-2.990013728,-3.12117893
12880000000,-2.991184029,-3.115502234
12890000000,-2.992399812,-3.107126119
12900000000,-2.993752148,-3.102753367
12910000000,-2.995061174,-3.089526962
12920000000,-2.996389213,-3.088366166
12930000000,-2.997750502,-3.072717585
12940000000,-2.999094229,-3.060418241
12950000000,-3.000493131,-3.065515157
12960000000,-3.001895804,-3.050445355
12970000000,-3.00322248,-3.054595858
12980000000,-3.004649756,-3.044953688
12990000000,-3.006070692,-3.054985866
13000000000,-3.007513148,-3.053237393
13010000000,-3.008858411,-3.055306708
13020000000,-3.010217939,-3.064650919
13030000000,-3.011494986,-3.072377136
13040000000,-3.012807411,-3.079642467
13050000000,-3.014075925,-3.093194023
13060000000,-3.015306899,-3.099058913
13070000000,-3.016511767,-3.107884246
13080000000,-3.017741927,-3.113027314
13090000000,-3.018908404,-3.116457298
13100000000,-3.020047606,-3.135534494
13110000000,-3.021162073,-3.12938921
13120000000,-3.022288518,-3.132931758
13130000000,-3.023460803,-3.145192445
13140000000,-3.024614402,-3.146531583
13150000000,-3.025748719,-3.14905948
13160000000,-3.026906634,-3.146016442
13170000000,-3.028064775,-3.142332463
13180000000,-3.029299436,-3.128597039
13190000000,-3.030603148,-3.129019622
13200000000,-3.031926438,-3.126469661
13210000000,-3.033321852,-3.117756609
13220000000,-3.034869933,-3.109619917
13230000000,-3.036448168,-3.094719035
13240000000,-3.038073195,-3.090093415
13250000000,-3.039789863,-3.082812967
13260000000,-3.041548225,-3.062989736
13270000000,-3.043396233,-3.067506388
13280000000,-3.045302947,-3.057395588
13290000000,-3.047216681,-3.051410002
13300000000,-3.049175098,-3.039712294
13310000000,-3.051189638,-3.03919513
13320000000,-3.053188783,-3.035231175
13330000000,-3.055215886,-3.028772961
13340000000,-3.05721583,-3.034310743
13350000000,-3.059195593,-3.030722883
13360000000,-3.061178781,-3.045427686
13370000000,-3.063084751,-3.044203456
13380000000,-3.064981632,-3.039598497
13390000000,-3.066787925,-3.045271114
13400000000,-3.068586332,-3.04900961
13410000000,-3.0702943,-3.057292293
13420000000,-3.071943641,-3.051448188
13430000000,-3.07349717,-3.051607919
13440000000,-3.075022221,-3.055722328
13450000000,-3.076505842,-3.050012257
13460000000,-3.077966551,-3.056408546
13470000000,-3.079502033,-3.048902036
13480000000,-3.080951495,-3.047433568
13490000000,-3.082439233,-3.053143985
13500000000,-3.083964384,-3.051013896
13510000000,-3.085511973,-3.032152362
13520000000,-3.087146239,-3.033917803
13530000000,-3.088848887,-3.032568639
13540000000,-3.090642056,-3.030803291
13550000000,-3.092558418,-3.019980177
13560000000,-3.094608769,-3.023187717
13570000000,-3.096759261,-3.02002433
13580000000,-3.09898658,-3.001658553
13590000000,-3.101334179,-2.999492358
13600000000,-3.103788944,-2.991481631
13610000000,-3.106317456,-2.991892473
13620000000,-3.10888321,-2.985420983
13630000000,-3.11155983,-2.984553262
13640000000,-3.114303831,-2.979795409
13650000000,-3.117118843,-2.979973524
13660000000,-3.119860836,-2.966733705
13670000000,-3.122585962,-2.974059707
13680000000,-3.12526659,-2.972247889
13690000000,-3.127949378,-2.972503159
13700000000,-3.130479757,-2.967870425
13710000000,-3.132969925,-2.973954594
13720000000,-3.135370004,-2.976180574
13730000000,-3.137630346,-2.978983273
13740000000,-3.139784654,-2.985857598
13750000000,-3.141809921,-2.970318789
13760000000,-3.143759782,-2.975945391
13770000000,-3.145645971,-2.976517847
13780000000,-3.147447433,-2.984696623
13790000000,-3.14920885,-2.985222185
13800000000,-3.151027223,-2.986625
13810000000,-3.152755195,-2.987195532
13820000000,-3.154471546,-2.993274249
13830000000,-3.156231306,-2.987061611
13840000000,-3.157992872,-2.999687802
13850000000,-3.159811761,-3.002752568
13860000000,-3.161675707,-3.003345619
13870000000,-3.163647555,-2.997676663
13880000000,-3.165658981,-2.99769541
13890000000,-3.167769382,-3.012761569
13900000000,-3.170017691,-3.012044848
13910000000,-3.172300866,-3.020194958
13920000000,-3.174615111,-3.014902366
13930000000,-3.177037451,-3.016830966
13940000000,-3.179522262,-3.023275617
13950000000,-3.181969908,-3.02235118
13960000000,-3.184465131,-3.020082513
13970000000,-3.186911727,-3.030794475
13980000000,-3.189364603,-3.031471925
13990000000,-3.191699277,-3.029449724
14000000000,-3.193997817,-3.025852212
14010000000,-3.196210682,-3.037945326
14020000000,-3.198318365,-3.027428187
14030000000,-3.200321265,-3.041959718
14040000000,-3.202200711,-3.040668843
14050000000,-3.203917,-3.042494484
14060000000,-3.20552784,-3.044405565
14070000000,-3.207003021,-3.055281009
14080000000,-3.20842919,-3.057489782
14090000000,-3.209783863,-3.060348843
14100000000,-3.21101365,-3.067182492
14110000000,-3.212226405,-3.0754373
14120000000,-3.213394301,-3.07963984
14130000000,-3.214459613,-3.084156684
14140000000,-3.215551095,-3.098444403
14150000000,-3.216619663,-3.105879569
14160000000,-3.217738693,-3.112988754
14170000000,-3.218884126,-3.126625008
14180000000,-3.220131452,-3.141118443
14190000000,-3.221382271,-3.146229992
14200000000,-3.222710301,-3.158010564
14210000000,-3.224054299,-3.185441067
14220000000,-3.225454037,-3.186372409
14230000000,-3.226982417,-3.192405499
14240000000,-3.228541601,-3.205081245
14250000000,-3.230152099,-3.213821138
14260000000,-3.231885429,-3.230982914
14270000000,-3.233555314,-3.23790235
14280000000,-3.235287475,-3.241916161
14290000000,-3.23701818,-3.249661063
14300000000,-3.238802977,-3.260203771
14310000000,-3.240576151,-3.264151001
14320000000,-3.242297502,-3.268709468
14330000000,-3.244025363,-3.272055883
14340000000,-3.245693796,-3.272590867
14350000000,-3.247324563,-3.286046394
14360000000,-3.248802563,-3.279590886
14370000000,-3.250238048,-3.288442766
14380000000,-3.251654161,-3.283450455
14390000000,-3.253001508,-3.294822374
14400000000,-3.25432334,-3.288906947
14410000000,-3.255488558,-3.292372595
14420000000,-3.256680812,-3.294468593
14430000000,-3.25786387,-3.301162434
14440000000,-3.259003956,-3.309016205
14450000000,-3.260174147,-3.314582043
14460000000,-3.261280992,-3.330312084
14470000000,-3.262449948,-3.333428465
14480000000,-3.263611356,-3.341873323
14490000000,-3.264755816,-3.365068794
14500000000,-3.265945448,-3.368077043
14510000000,-3.267209275,-3.384351906
14520000000,-3.26848303,-3.411769757
14530000000,-3.269801304,-3.417927185
14540000000,-3.271210469,-3.436890777
14550000000,-3.272680588,-3.456897121
14560000000,-3.274156976,-3.471012806
14570000000,-3.275702058,-3.47965442
14580000000,-3.277374664,-3.49793855
14590000000,-3.279048603,-3.507508622
14600000000,-3.280796316,-3.516304207
14610000000,-3.282588424,-3.52697109
14620000000,-3.284461218,-3.535885055
14630000000,-3.286333647,-3.546831888
14640000000,-3.288318973,-3.552527372
14650000000,-3.290297286,-3.544887292
14660000000,-3.292298869,-3.543327432
14670000000,-3.294314262,-3.539074607
14680000000,-3.296325203,-3.546821667
14690000000,-3.298300904,-3.526234134
14700000000,-3.300288668,-3.524587878
14710000000,-3.302221927,-3.516678766
14720000000,-3.304118378,-3.502712669
14730000000,-3.30597079,-3.491825453
14740000000,-3.307785547,-3.481942989
14750000000,-3.309659126,-3.482791094
14760000000,-3.311490194,-3.477007006
14770000000,-3.313262716,-3.470299867
14780000000,-3.314937104,-3.470406524
14790000000,-3.316603607,-3.47420382
14800000000,-3.318221759,-3.474118603
14810000000,-3.319848064,-3.475787717
14820000000,-3.321450223,-3.484858009
14830000000,-3.32306371,-3.485946324
14840000000,-3.324632433,-3.491211866
14850000000,-3.326263355,-3.503558722
14860000000,-3.327882984,-3.513576767
14870000000,-3.329541736,-3.515775889
14880000000,-3.331237243,-3.527095978
14890000000,-3.332904458,-3.550166921
14900000000,-3.334620877,-3.543878608
14910000000,-3.336368502,-3.548900925
14920000000,-3.33822489,-3.554763391
14930000000,-3.340172937,-3.55489564
14940000000,-3.342098785,-3.552596616
14950000000,-3.344150966,-3.546994733
14960000000,-3.346229928,-3.541468403
14970000000,-3.348326525,-3.533076041
14980000000,-3.350491713,-3.519586059
14990000000,-3.352720879,-3.510646869
15000000000,-3.35500042,-3.49566689
15010000000,-3.357225122,-3.484079703
15020000000,-3.359549503,-3.470954246
15030000000,-3.361799806,-3.453652293
15040000000,-3.364085766,-3.434735617
15050000000,-3.36633031,-3.419615994
15060000000,-3.368523973,-3.401445196
15070000000,-3.370571185,-3.396834999
15080000000,-3.372618711,-3.386037177
15090000000,-3.374586564,-3.380262158
15100000000,-3.376467871,-3.370727402
15110000000,-3.378306297,-3.365343122
15120000000,-3.380061477,-3.357189453
15130000000,-3.3817656,-3.36373653
15140000000,-3.383315468,-3.361704485
15150000000,-3.384830637,-3.368703454
15160000000,-3.386258743,-3.37027357
15170000000,-3.387652608,-3.376815052
15180000000,-3.388938693,-3.377932616
15190000000,-3.390230076,-3.390747647
15200000000,-3.391528188,-3.385212069
15210000000,-3.392724857,-3.388167807
15220000000,-3.39396572,-3.398866784
15230000000,-3.395281786,-3.400370926
15240000000,-3.39661481,-3.403302155
15250000000,-3.397976789,-3.407922398
15260000000,-3.399327867,-3.399813354
15270000000,-3.400775893,-3.402095773
15280000000,-3.402313402,-3.395820153
15290000000,-3.403950377,-3.394886992
15300000000,-3.405676559,-3.392056787
15310000000,-3.407480943,-3.377780035
15320000000,-3.409330419,-3.372617235
15330000000,-3.411312943,-3.366328883
15340000000,-3.413314146,-3.355245594
15350000000,-3.415255822,-3.33954971
15360000000,-3.417265786,-3.329864904
15370000000,-3.419315285,-3.321404885
15380000000,-3.421333385,-3.313393361
15390000000,-3.42324758,-3.312054041
15400000000,-3.425157908,-3.289170632
15410000000,-3.426991075,-3.288706843
15420000000,-3.428772306,-3.28703636
15430000000,-3.430392495,-3.282599574
15440000000,-3.431908169,-3.282880114
15450000000,-3.433378348,-3.276670778
15460000000,-3.434702446,-3.281524365
15470000000,-3.435911978,-3.278553673
15480000000,-3.437021418,-3.280891502
15490000000,-3.43802332,-3.287750649
15500000000,-3.439027012,-3.283653914
15510000000,-3.439938844,-3.287395199
15520000000,-3.440782219,-3.294905151
15530000000,-3.441674624,-3.311226971
15540000000,-3.4425903,-3.312533863
15550000000,-3.443511154,-3.316989031
15560000000,-3.444502534,-3.327495679
15570000000,-3.445607551,-3.334507011
15580000000,-3.446784572,-3.332606232
15590000000,-3.448076876,-3.339276573
15600000000,-3.449435594,-3.348521965
15610000000,-3.450893426,-3.358107075
15620000000,-3.452449709,-3.357166607
15630000000,-3.454085164,-3.374875262
15640000000,-3.455781607,-3.373657744
15650000000,-3.457579676,-3.365048754
15660000000,-3.459506228,-3.375122996
15670000000,-3.461455581,-3.37242517
15680000000,-3.463367581,-3.365667564
15690000000,-3.465405829,-3.363435502
15700000000,-3.467401664,-3.358673062
15710000000,-3.469300807,-3.35357432
15720000000,-3.471241003,-3.347613353
15730000000,-3.473087345,-3.346994238
15740000000,-3.474920064,-3.343161051
15750000000,-3.476603724,-3.34032787
15760000000,-3.478167719,-3.329249673
15770000000,-3.47968385,-3.317899846
15780000000,-3.481018317,-3.316856343
15790000000,-3.482256879,-3.308637166
15800000000,-3.483383703,-3.310830315
15810000000,-3.484522721,-3.312103791
15820000000,-3.485561351,-3.308145596
15830000000,-3.486593455,-3.31186373
15840000000,-3.487669287,-3.327306024
15850000000,-3.488752593,-3.325651821
15860000000,-3.48988269,-3.327768208
15870000000,-3.491047962,-3.335101318
15880000000,-3.492284076,-3.344537283
15890000000,-3.493598259,-3.353612234
15900000000,-3.495069744,-3.367972303
15910000000,-3.496640427,-3.384323624
15920000000,-3.498310394,-3.404492327
15930000000,-3.500082145,-3.406519333
15940000000,-3.501959288,-3.430735305
15950000000,-3.503928901,-3.433795987
15960000000,-3.505985836,-3.448017127
15970000000,-3.508092579,-3.462344469
15980000000,-3.510339394,-3.473053762
15990000000,-3.512527341,-3.479480749
16000000000,-3.514690687,-3.480661179
16010000000,-3.516897937,-3.489979958
16020000000,-3.519027183,-3.489769946
16030000000,-3.521101752,-3.495574965
16040000000,-3.523208255,-3.48915862
16050000000,-3.525204066,-3.480944514
16060000000,-3.52714612,-3.462676252
16070000000,-3.528926185,-3.464947438
16080000000,-3.530594129,-3.451951674
16090000000,-3.532185115,-3.441562569
16100000000,-3.533673937,-3.441284052
16110000000,-3.53508561,-3.428920697
16120000000,-3.536439424,-3.423277155
16130000000,-3.537712326,-3.406868078
16140000000,-3.538962535,-3.407398116
16150000000,-3.540176635,-3.397181922
16160000000,-3.541389866,-3.404004145
16170000000,-3.542541059,-3.397049438
16180000000,-3.543729138,-3.403215176
16190000000,-3.54493907,-3.416334896
16200000000,-3.546261039,-3.423578066
16210000000,-3.547612538,-3.433304167
16220000000,-3.548922229,-3.454302678
16230000000,-3.550337036,-3.470353078
16240000000,-3.551756816,-3.484854846
16250000000,-3.553184355,-3.499847461
16260000000,-3.554646279,-3.526059594
16270000000,-3.55611949,-3.547880428
16280000000,-3.557623429,-3.575419142
16290000000,-3.559099905,-3.603714002
16300000000,-3.560531383,-3.623223276
16310000000,-3.561970939,-3.636755232
16320000000,-3.563436629,-3.666578136
16330000000,-3.564836466,-3.670830257
16340000000,-3.566224699,-3.672439871
16350000000,-3.567604118,-3.679573827
16360000000,-3.568984288,-3.696292995
16370000000,-3.570286732,-3.685052421
16380000000,-3.571608055,-3.675747154
16390000000,-3.572900747,-3.669062239
16400000000,-3.574230118,-3.657172724
16410000000,-3.575431636,-3.648933657
16420000000,-3.576652884,-3.623580084
16430000000,-3.577909107,-3.610635323
16440000000,-3.579138569,-3.607147635
16450000000,-3.580361678,-3.593807532
16460000000,-3.581550227,-3.574125459
16470000000,-3.582775075,-3.562651862
16480000000,-3.583957,-3.564447188
16490000000,-3.585168212,-3.567811882
16500000000,-3.586361995,-3.56580639
16510000000,-3.58755336,-3.579601338
16520000000,-3.588734533,-3.595515742
16530000000,-3.589831599,-3.61911041
16540000000,-3.590903702,-3.640147041
16550000000,-3.59200227,-3.668297331
16560000000,-3.59312203,-3.699552975
16570000000,-3.594158487,-3.73216567
16580000000,-3.595243607,-3.764677113
16590000000,-3.596386166,-3.786689
16600000000,-3.597504766,-3.817079816
16610000000,-3.598602192,-3.845585205
16620000000,-3.599782505,-3.872287599
16630000000,-3.600887124,-3.890119429
16640000000,-3.602073867,-3.902703129
16650000000,-3.603424389,-3.92671113
16660000000,-3.604808605,-3.926995866
16670000000,-3.606216596,-3.927309766
16680000000,-3.607725861,-3.931845497
16690000000,-3.609317936,-3.921758919
16700000000,-3.611082962,-3.894608233
16710000000,-3.612875389,-3.888811691
16720000000,-3.614771331,-3.859247544
16730000000,-3.616612684,-3.846654046
16740000000,-3.618508185,-3.817839448
16750000000,-3.620483258,-3.788242003
16760000000,-3.622483025,-3.772009995
16770000000,-3.624493473,-3.735965437
16780000000,-3.626466442,-3.72067759
16790000000,-3.62839064,-3.698356548
16800000000,-3.63038326,-3.702452404
16810000000,-3.632298168,-3.691545251
16820000000,-3.634175353,-3.691335183
16830000000,-3.63601429,-3.705302293
16840000000,-3.63782485,-3.719136674
16850000000,-3.639549601,-3.738466094
16860000000,-3.641292616,-3.747664937
16870000000,-3.642987532,-3.773082817
16880000000,-3.644707293,-3.811689341
16890000000,-3.646401789,-3.836704116
16900000000,-3.648055548,-3.861466748
16910000000,-3.649714418,-3.887086844
16920000000,-3.65142034,-3.907474012
16930000000,-3.653155448,-3.926148215
16940000000,-3.654899502,-3.93894762
16950000000,-3.656783908,-3.950798597
16960000000,-3.658797522,-3.952317875
16970000000,-3.660850802,-3.96670218
16980000000,-3.66297796,-3.946048241
16990000000,-3.665205664,-3.926172784
17000000000,-3.667536647,-3.923322538
17010000000,-3.669965951,-3.894674224
17020000000,-3.672458821,-3.866491492
17030000000,-3.674987541,-3.853929619
17040000000,-3.677527917,-3.816782473
17050000000,-3.680122879,-3.787913919
17060000000,-3.682848413,-3.751067825
17070000000,-3.68547939,-3.717958057
17080000000,-3.688135043,-3.696868481
17090000000,-3.690742232,-3.667002964
17100000000,-3.693322128,-3.646266071
17110000000,-3.695859958,-3.626598454
17120000000,-3.698291539,-3.617043897
17130000000,-3.700777204,-3.610496208
17140000000,-3.703164417,-3.610309198
17150000000,-3.705554453,-3.611706676
17160000000,-3.707814966,-3.605902453
17170000000,-3.710089631,-3.614360338
17180000000,-3.712315171,-3.631524064
17190000000,-3.71451253,-3.648284008
17200000000,-3.716641362,-3.65711595
17210000000,-3.718736158,-3.659495338
17220000000,-3.720804838,-3.68191762
17230000000,-3.722857639,-3.685838243
17240000000,-3.724972499,-3.692002656
17250000000,-3.727146961,-3.690736306
17260000000,-3.72928155,-3.695264642
17270000000,-3.731390315,-3.695104195
17280000000,-3.733494153,-3.688705701
17290000000,-3.735563214,-3.676920918
17300000000,-3.737623325,-3.664251603
17310000000,-3.73966956,-3.664289513
17320000000,-3.74163066,-3.644896406
17330000000,-3.74358074,-3.631504038
17340000000,-3.745536533,-3.614054167
17350000000,-3.747471154,-3.604518681
17360000000,-3.749284292,-3.580591206
17370000000,-3.751114244,-3.576336604
17380000000,-3.752897321,-3.569299765
17390000000,-3.754635686,-3.553715576
17400000000,-3.75638052,-3.527808928
17410000000,-3.758098004,-3.530064708
17420000000,-3.75985394,-3.532587807
17430000000,-3.761534312,-3.52754306
17440000000,-3.763195917,-3.520069575
17450000000,-3.76482047,-3.518045631
17460000000,-3.766492789,-3.522298303
17470000000,-3.76811883,-3.516094668
17480000000,-3.769699204,-3.528781802
17490000000,-3.771203096,-3.521216781
17500000000,-3.772737613,-3.52447668
17510000000,-3.774198386,-3.529958577
17520000000,-3.775552994,-3.529543262
17530000000,-3.776891864,-3.525882245
17540000000,-3.778178028,-3.535604216
17550000000,-3.779420068,-3.550327871
17560000000,-3.780510563,-3.540761907
17570000000,-3.781564473,-3.548545021
17580000000,-3.78252824,-3.566645908
17590000000,-3.783460843,-3.571123265
17600000000,-3.78436934,-3.576494894
17610000000,-3.785179888,-3.592048952
17620000000,-3.785908554,-3.594694454
17630000000,-3.786661125,-3.609819623
17640000000,-3.787407476,-3.633802682
17650000000,-3.788090059,-3.650581855
17660000000,-3.788756114,-3.652615363
17670000000,-3.789413248,-3.66601143
17680000000,-3.790065265,-3.680258296
17690000000,-3.790700638,-3.709913227
17700000000,-3.791445366,-3.710267377
17710000000,-3.792121297,-3.724905802
17720000000,-3.792858258,-3.713423559
17730000000,-3.793566465,-3.720365705
17740000000,-3.794326324,-3.733367298
17750000000,-3.795161949,-3.727203393
17760000000,-3.796003324,-3.717979049
17770000000,-3.796966731,-3.709477125
17780000000,-3.79787085,-3.691552577
17790000000,-3.798790946,-3.707361642
17800000000,-3.799668621,-3.693170495
17810000000,-3.800578341,-3.681705311
17820000000,-3.801474372,-3.677812268
17830000000,-3.80229354,-3.687607541
17840000000,-3.803059661,-3.668877306
17850000000,-3.803761231,-3.674628063
17860000000,-3.804431402,-3.672389641
17870000000,-3.805046256,-3.68676965
17880000000,-3.805542879,-3.690816938
17890000000,-3.805983455,-3.697070349
17900000000,-3.806383462,-3.71443873
17910000000,-3.806726741,-3.743970927
17920000000,-3.807020374,-3.751805785
17930000000,-3.807267949,-3.777802152
17940000000,-3.807482733,-3.808792644
17950000000,-3.807689136,-3.848726415
17960000000,-3.807920732,-3.870947094
17970000000,-3.808052859,-3.89635831
17980000000,-3.808326787,-3.922793693
17990000000,-3.808630976,-3.944526871
18000000000,-3.80886972,-3.973411474
18010000000,-3.809171534,-3.985851131
18020000000,-3.809770582,-3.998790257
18030000000,-3.81027933,-3.994693354
18040000000,-3.810915318,-3.997341906
18050000000,-3.811555414,-4.005057541
18060000000,-3.812319743,-3.988511883
18070000000,-3.813155005,-3.980426559
18080000000,-3.814018094,-3.960393194
18090000000,-3.815045443,-3.954683414
18100000000,-3.81609071,-3.933948851
18110000000,-3.817142135,-3.907161744
18120000000,-3.818181304,-3.901515447
18130000000,-3.819292016,-3.882453434
18140000000,-3.820406422,-3.872799179
18150000000,-3.821482515,-3.853846156
18160000000,-3.822589506,-3.84970784
18170000000,-3.823622896,-3.846097704
18180000000,-3.824627045,-3.853609223
18190000000,-3.82559991,-3.847215615
18200000000,-3.826537088,-3.850168713
18210000000,-3.827514294,-3.865969885
18220000000,-3.828306236,-3.878860499
18230000000,-3.829187119,-3.905711922
18240000000,-3.830063765,-3.932565522
18250000000,-3.830931689,-3.950842665
18260000000,-3.831816308,-3.96752472
18270000000,-3.832657155,-3.994082978
18280000000,-3.833541328,-4.015457145
18290000000,-3.834429683,-4.033185424
18300000000,-3.835363532,-4.043955958
18310000000,-3.836288283,-4.056836889
18320000000,-3.837236409,-4.058896359
18330000000,-3.838202721,-4.061642511
18340000000,-3.839259145,-4.064563488
18350000000,-3.84022859,-4.057107434
18360000000,-3.841307098,-4.049212892
18370000000,-3.842343396,-4.030579439
18380000000,-3.843345413,-4.014996813
18390000000,-3.844393,-4.004394755
18400000000,-3.845506776,-3.990713003
18410000000,-3.846607226,-3.973011296
18420000000,-3.847691882,-3.945029374
18430000000,-3.848765729,-3.937806975
18440000000,-3.849918217,-3.91709362
18450000000,-3.851075879,-3.90691703
18460000000,-3.852131664,-3.886234056
18470000000,-3.853227939,-3.878941539
18480000000,-3.854302655,-3.867086324
18490000000,-3.85547332,-3.871175251
18500000000,-3.85668805,-3.870295166
18510000000,-3.857814317,-3.865082909
18520000000,-3.858938928,-3.885545426
18530000000,-3.86009561,-3.896093609
18540000000,-3.861220727,-3.915463475
18550000000,-3.862304306,-3.916561386
18560000000,-3.863415006,-3.941893704
18570000000,-3.864465138,-3.95646679
18580000000,-3.865421068,-3.972277004
18590000000,-3.866434477,-3.997870709
18600000000,-3.867434621,-4.006884265
18610000000,-3.868379943,-4.017292045
18620000000,-3.869349568,-4.039881149
18630000000,-3.870309799,-4.051227012
18640000000,-3.871171755,-4.062545075
18650000000,-3.872063435,-4.059540774
18660000000,-3.873002433,-4.058079547
18670000000,-3.873870453,-4.061596832
18680000000,-3.874694473,-4.048198067
18690000000,-3.875477047,-4.042809174
18700000000,-3.876304124,-4.023322071
18710000000,-3.877083969,-4.005902717
18720000000,-3.877971053,-3.987587149
18730000000,-3.87878631,-3.969051403
18740000000,-3.879670648,-3.954531514
18750000000,-3.880611583,-3.939443518
18760000000,-3.881661635,-3.92768345
18770000000,-3.882761951,-3.900597289
18780000000,-3.883921448,-3.88145568
18790000000,-3.885000628,-3.877109723
18800000000,-3.886180523,-3.872579531
18810000000,-3.887357149,-3.869645215
18820000000,-3.888650404,-3.868316887
18830000000,-3.889814069,-3.871594658
18840000000,-3.891118419,-3.87807864
18850000000,-3.8924156,-3.881028943
18860000000,-3.893747299,-3.895438737
18870000000,-3.895088422,-3.910517224
18880000000,-3.896438052,-3.924378849
18890000000,-3.897844003,-3.941068058
18900000000,-3.899223273,-3.955399299
18910000000,-3.900513748,-3.965907019
18920000000,-3.901945508,-3.975415664
18930000000,-3.903261532,-3.981689683
18940000000,-3.904527279,-3.991872849
18950000000,-3.905699091,-3.998405463
18960000000,-3.906890459,-3.992995363
18970000000,-3.908035897,-4.000559916
18980000000,-3.909150584,-3.986706494
18990000000,-3.910222467,-3.970832465
19000000000,-3.91129669,-3.954735199
19010000000,-3.912190363,-3.985702064
19020000000,-3.913200651,-3.955170448
19030000000,-3.914219747,-3.94334415
19040000000,-3.915208394,-3.915292992
19050000000,-3.916167819,-3.90316926
19060000000,-3.917206432,-3.884175236
19070000000,-3.918331638,-3.868623205
19080000000,-3.919460083,-3.871445451
19090000000,-3.9206261,-3.854274257
19100000000,-3.921868896,-3.835831908
19110000000,-3.923208877,-3.823838538
19120000000,-3.924585532,-3.831527869
19130000000,-3.926069092,-3.832076062
19140000000,-3.927638688,-3.825849235
19150000000,-3.929321862,-3.826193507
19160000000,-3.931024365,-3.820004998
19170000000,-3.932871761,-3.831349826
19180000000,-3.93472084,-3.84188411
19190000000,-3.936681223,-3.843614311
19200000000,-3.938726828,-3.853959371
19210000000,-3.940761641,-3.839514033
19220000000,-3.942778755,-3.861134052
19230000000,-3.944816588,-3.866455185
19240000000,-3.946751647,-3.863453186
19250000000,-3.948738072,-3.871303812
19260000000,-3.950662615,-3.862432819
19270000000,-3.95254529,-3.864655962
19280000000,-3.954421094,-3.853703682
19290000000,-3.956136795,-3.850087558
19300000000,-3.957886773,-3.848314988
19310000000,-3.959581101,-3.833573369
19320000000,-3.961216955,-3.823800101
19330000000,-3.962725602,-3.82428258
19340000000,-3.964224105,-3.797438205
19350000000,-3.965670951,-3.795214374
19360000000,-3.967114396,-3.782559939
19370000000,-3.968494614,-3.768701075
19380000000,-3.969936283,-3.762185333
19390000000,-3.971299424,-3.749450464
19400000000,-3.972733663,-3.749054217
19410000000,-3.974194057,-3.748434344
19420000000,-3.975724514,-3.741238594
19430000000,-3.977182113,-3.749414717
19440000000,-3.978728664,-3.748420305
19450000000,-3.98034544,-3.732399565
19460000000,-3.982075701,-3.734253398
19470000000,-3.983882422,-3.742650367
19480000000,-3.985710126,-3.754179035
19490000000,-3.98755709,-3.766207964
19500000000,-3.9894353,-3.754085719
19510000000,-3.991372457,-3.753340863
19520000000,-3.993214038,-3.756061957
19530000000,-3.995049308,-3.759502403
19540000000,-3.996918829,-3.765960211
19550000000,-3.998775267,-3.761791207
19560000000,-4.000494901,-3.757521217
19570000000,-4.002190588,-3.756876068
19580000000,-4.003716589,-3.772791587
19590000000,-4.005053187,-3.775523601
19600000000,-4.006308956,-3.780167936
19610000000,-4.007549206,-3.787649928
19620000000,-4.00861939,-3.800905462
19630000000,-4.009579113,-3.805331913
19640000000,-4.010359351,-3.828026352
19650000000,-4.011130984,-3.839475847
19660000000,-4.01182484,-3.83874747
19670000000,-4.012398885,-3.844238291
19680000000,-4.012990789,-3.865645378
19690000000,-4.013517362,-3.874855798
19700000000,-4.014102773,-3.880094829
19710000000,-4.01469582,-3.889953416
19720000000,-4.015298098,-3.882601858
19730000000,-4.016034755,-3.909350453
19740000000,-4.016770771,-3.914449501
19750000000,-4.017597288,-3.926939301
19760000000,-4.018482924,-3.928440151
19770000000,-4.019506076,-3.922292352
19780000000,-4.020656058,-3.922118621
19790000000,-4.02181772,-3.927969567
19800000000,-4.023079217,-3.915853815
19810000000,-4.024381068,-3.935170026
19820000000,-4.025735701,-3.919176863
19830000000,-4.027080413,-3.92844299
19840000000,-4.028431898,-3.932767067
19850000000,-4.029748255,-3.937397759
19860000000,-4.031055905,-3.953653196
19870000000,-4.032271727,-3.959393134
19880000000,-4.03341829,-3.976854675
19890000000,-4.034490848,-3.988913526
19900000000,-4.035438474,-4.000775394
19910000000,-4.03631547,-4.036725984
19920000000,-4.037034934,-4.039691002
19930000000,-4.03773851,-4.060676156
19940000000,-4.038377395,-4.081917152
19950000000,-4.038943816,-4.108029243
19960000000,-4.039467373,-4.124300558
19970000000,-4.03992954,-4.144616298
19980000000,-4.040331664,-4.157831664
19990000000,-4.040827073,-4.187181857
20000000000,-4.041279425,-4.16369208
20010000000,-4.041605566,-4.199837533
20020000000,-4.042016788,-4.197493418
20030000000,-4.042493374,-4.194082727
20040000000,-4.043067876,-4.195983097
20050000000,-4.04371613,-4.195195945
20060000000,-4.044503653,-4.204342429
20070000000,-4.045331715,-4.184953703
20080000000,-4.046171404,-4.186720923
20090000000,-4.047147252,-4.181265244
20100000000,-4.048291901,-4.173817823
20110000000,-4.049454157,-4.17546993
20120000000,-4.050622493,-4.177681792
20130000000,-4.0517965,-4.185148811
